부도확률(PD),부도_시_손실확률(LGD),부도_시_손실금액(EAD)(단위:십억원),기대신용손실(ECL)(단위:십억원),TIME_x,YEAR,경제성장률,실업률,기준금리,현재경기판단CSI,기업부도율,TIME_y,경제지표_반영된_부도확률(PD),경제지표_반영된_부도_시_손실확률(LGD),경제지표_반영된_부도_시_손실금액(EAD)(단위:십억원),경제지표_반영된_기대신용손실(Updated_ECL)(단위:십억원)
0.015,0.3566,12201.0,65.263149,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,0.7028586,24134.7981,427.0693097672938
0.03,0.2506,1857.0,13.960925999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.050351999999999994,0.4939326,3673.3316999999997,91.35757501576067
0.0336,0.3246,22654.2,247.07939155199998,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.05639423999999999,0.6397866,44812.27302,1616.8393162860646
0.04,0.5524,11.0,0.24305600000000002,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.067136,1.0887804,21.7591,1.590511027207703
0.02,0.3151,991.6,6.2490632,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.033568,0.6210621000000001,1961.48396,40.892649962633534
0.015,0.8595,0.03,0.00038677499999999996,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,1.6940745000000001,0.059343,0.002530980113834916
0.0325,0.9395,0.2,0.006106750000000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,1.8517545000000002,0.39562,0.03996138015683892
0.0336,0.7243,122.0,2.96905056,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.05639423999999999,1.4275953000000001,241.3282,19.428887400505257
0.0425,0.1214,0.04,0.00020638,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,0.2392794,0.079124,0.0013505104411951393
0.0225,0.4544,39714.0,406.035936,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,0.8956224,78558.2634,2657.019919897477
0.015,0.2641,450663.7,1785.30424755,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,0.5205411,891457.86497,11682.682561422163
0.0325,0.5174,11348.0,190.822294,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,1.0197954,22447.4788,1248.703849499993
0.0344,0.0288,2090.0,2.0706048,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.05773696,0.056764800000000004,4134.229,13.549633695071098
0.0425,0.1098,23719.1,110.68518015000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,0.2164158,46918.75171,724.3022166786509
0.0225,0.0813,9.0,0.01646325,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,0.1602423,17.8029,0.10773229489778989
0.015,0.1483,698.3,1.5533683499999997,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,0.2922993,1381.30723,10.164939314357326
0.0325,0.8587,0.02,0.0005581550000000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,1.6924977,0.039562,0.0036524573859156553
0.0344,0.0805,0.15,0.00041537999999999997,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.05773696,0.15866550000000001,0.296715,0.0027181656510496996
0.0425,0.8937,119.0,4.5198877500000005,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,1.7614827000000002,235.3939,29.57726329782443
0.0225,0.0271,0.03,1.8292499999999998e-05,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,0.0534141,0.059343,0.0001197025498864332
0.015,0.372,38759.0,216.27522,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,0.733212,76669.1779,1415.2628296432588
0.0325,0.8337,455404.4,12339.2960691,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,1.6432227000000001,900835.4436400001,80745.94523848091
0.0344,0.8798,11750.0,355.61516,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.05773696,1.7340858000000001,23242.675,2327.0762022835547
0.0425,0.2085,1846.0,16.3578675,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,0.4109535,3651.5726,107.04269238509852
0.0225,0.6334,21685.9,309.05660385,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,1.2484314,42896.87879,2022.4060975856908
0.015,0.5374,8.0,0.06448799999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,1.0592154,15.8248,0.42199688599569785
0.0325,0.0981,405.0,1.2912412500000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,0.19335510000000003,801.1305,8.449630730821122
0.034,0.871,0.02,0.00059228,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.0570656,1.716741,0.039562,0.0038757647258021955
0.0425,0.1087,0.09,0.00041577750000000005,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,0.2142477,0.178029,0.002720766813470356
0.0225,0.3312,129.0,0.9613079999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,0.6527952,255.1749,6.290611935286448
0.015,0.007,0.02,2.1000000000000002e-06,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,0.013797,0.039562,1.3741990146863998e-05
0.0325,0.1341,40550.0,176.7270375,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,0.2643111,80211.955,1156.467241909269
0.034,0.633,495994.0,10674.782868000002,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.0570656,1.247643,981125.7313999999,69853.69571046125
0.0425,0.8293,12232.0,431.1198980000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,1.6345503000000001,24196.1192,2821.1644716347687
0.0225,0.8701,1843.0,36.08087174999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,1.7149671,3645.6383,236.10618289464932
0.015,0.3403,22545.2,115.0819734,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,0.6707313,44596.66012,753.0739735926023
0.0325,0.5458,12.0,0.21286199999999997,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.054548,1.0757718,23.7372,1.3929273841151262
0.034,0.0231,646.3,0.5076040199999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.0570656,0.0455301,1278.4460299999998,3.321661638737407
0.0425,0.4989,0.03,0.0006360975,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.071332,0.9833319,0.059343,0.004162497894021345
0.0225,0.2426,0.13,0.000709605,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.037764,0.47816460000000005,0.257153,0.004643516627697824
0.015,0.7085,153.0,1.6260075,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,0.025175999999999997,1.3964535,302.6493,10.640275735108077
0.0325,0.0902,0.03,8.7945e-05,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.051116,0.16445264,0.054867,0.00046122084361075014
0.035699999999999996,0.4674,40131.0,669.6330895799999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05614895999999999,0.85216368,73395.5859,3511.8396553045714
0.0425,0.5731,526120.5,12814.585488375002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.066844,1.04487592,962221.7824499999,67205.11603241108
0.0225,0.0496,13110.0,14.63076,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.035387999999999996,0.09043071999999999,23976.879,76.72990471165406
0.015,0.5709,1745.0,14.9433075,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,1.04086488,3191.4305,78.36903623270052
0.0325,0.4439,22874.8,330.0090209,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.051116,0.80931848,41835.72172,1730.7071353534102
0.035699999999999996,0.8264,10.0,0.2950248,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05614895999999999,1.50669248,18.289,1.5472350576166103
0.0425,0.6483,622.0,17.1378105,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.066844,1.18198056,1137.5758,89.8779398084163
0.0225,0.637,0.02,0.00028665,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.035387999999999996,1.1613784,0.036578,0.0015033140578886975
0.015,0.8322,0.12,0.00149796,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,1.5172670400000001,0.219468,0.007855936948037514
0.0325,0.7062,162.0,3.7181430000000004,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.051116,1.28754384,296.2818,19.49951732475303
0.035699999999999996,0.751,0.02,0.0005362139999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05614895999999999,1.3692232,0.036578,0.002812133417884981
0.0425,0.4853,37351.0,770.3737127500001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.066844,0.88479896,68311.2439,4040.1661685155573
0.0225,0.8501,487002.5,9315.018568124999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.035387999999999996,1.54990232,890678.87225,48851.90428381845
0.015,0.9567,13039.0,187.11616949999998,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,1.7442554399999999,23847.0271,981.3164767752811
0.0325,0.0763,1779.0,4.4114752500000005,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.051116,0.13911016,3253.6131,23.135645418988513
0.0358,0.894,23190.6,742.2197911199999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.056306239999999994,1.6299408,42413.28834,3892.5150742505093
0.0425,0.4298,8.0,0.146132,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.066844,0.78361136,14.6312,0.7663781263121966
0.0225,0.8131,362.9,6.639164775,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.035387999999999996,1.4824439200000001,663.70781,34.81859319343084
0.015,0.379,0.02,0.0001137,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,0.6909928,0.036578,0.0005962909763891327
0.0325,0.4388,0.07,0.00099827,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.051116,0.80002016,0.128023,0.005235350861917147
0.0358,0.4637,102.0,1.69324692,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.056306239999999994,0.84541784,186.5478,8.880104302503884
0.0425,0.3803,0.01,0.00016162750000000005,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.066844,0.69336296,0.018289,0.0008476430939871113
0.0225,0.1179,36433.0,96.64764075000001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.035387999999999996,0.21495528,66632.3137,506.86117914268806
0.015,0.4244,431604.5,2747.594247,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,0.77376608,789361.47005,14409.548428010501
0.0325,0.2887,11847.0,111.15743925000001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.051116,0.52635784,21666.9783,582.9567104951469
0.0358,0.3,2143.0,23.015819999999998,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.056306239999999994,0.54696,3919.3327,120.7047122268824
0.0425,0.5674,25388.5,612.2309832500001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.066844,1.03448368,46433.027649999996,3210.7986875797824
0.0225,0.4063,7.0,0.06399224999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.035387999999999996,0.74076616,12.802299999999999,0.33560247347262506
0.015,0.1399,359.0,0.7533614999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,0.25506567999999996,656.5751,3.9509469165257833
0.03,0.3031,0.02,0.00018185999999999997,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.047184,0.5526119199999999,0.036578,0.0009537508967997156
0.0339,0.41,0.08,0.00111192,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05331792,0.747512,0.146312,0.005831379617120532
0.04,0.4406,99.0,1.744776,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.062912,0.80330192,181.0611,9.150344631665133
0.02,0.4693,0.02,0.00018772,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.031456,0.85562776,0.036578,0.0009844832197692876
0.015,0.5975,42183.0,378.0651375,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,1.089362,77148.4887,1982.733772898564
0.03,0.5524,488506.7,8095.533032400001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.047184,1.00713568,893429.90363,42456.405420231065
0.0339,0.3938,11581.0,154.60426542,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05331792,0.71797616,21180.4909,810.8102760001445
0.04,0.4257,1917.0,32.642676,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.062912,0.77613624,3506.0013,171.19202413363334
0.02,0.7058,22204.9,313.44436840000003,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.031456,1.2868145599999998,40610.54161,1643.8350789526032
0.015,0.4654,8.0,0.055847999999999995,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,0.8485172799999999,14.6312,0.29289057563219245
0.03,0.5919,518.4,9.205228799999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.047184,1.0791520799999998,948.1017599999999,48.276120220205485
0.0339,0.9155,0.02,0.000620709,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05331792,1.6691395999999998,0.036578,0.0032552609996791748
0.04,0.4592,0.11,0.00202048,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.062912,0.83721344,0.201179,0.010596253227570051
0.02,0.0773,120.0,0.18552,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.031456,0.14093335999999998,219.468,0.9729454875964105
0.015,0.3364,0.02,0.00010091999999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.023592,0.61332448,0.036578,0.0005292672413121484
0.0275,0.213,36327.0,212.7854025,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.043252,0.38834159999999995,66438.4503,1115.936811064904
0.0296,0.0443,450869.9,591.216682472,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.04655488,0.08076776,824595.96011,3100.590790226673
0.0375,0.5095,12412.0,237.146775,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.05898,0.9289203999999999,22700.3068,1243.6981707324885
