부도확률(PD),부도_시_손실확률(LGD),부도_시_손실금액(EAD)(단위:십억원),기대신용손실(ECL)(단위:십억원),TIME_x,YEAR,경제성장률,실업률,기준금리,현재경기판단CSI,기업부도율,TIME_y,경제지표_반영된_기대신용손실(Updated_ECL)(단위:십억원)
0.0125,0.416,0.03,0.000156,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,0.0001545648
0.0125,0.5169,42633.0,275.46247125,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,272.9282165145
0.0225,0.0448,507011.3,511.06739039999997,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,506.3655704083199
0.026000000000000002,0.6288,11892.0,194.41992960000005,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,192.63126624768003
0.0325,0.936,2244.0,68.26248000000001,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,67.634465184
0.0125,0.0734,26684.8,24.483304000000004,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,24.2580576032
0.0125,0.733,10.0,0.09162500000000001,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,0.09078205
0.025,0.8616,785.4,16.917516000000003,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,16.761874852800002
0.026000000000000002,0.9029,0.02,0.0004695080000000001,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,0.00046518852640000004
0.035,0.1483,0.15,0.000778575,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,0.00077141211
0.015,0.3143,120.0,0.56574,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,0.560535192
0.0125,0.6157,0.03,0.00023088750000000002,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,0.000228763335
0.025,0.8819,42446.0,935.8281850000001,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,927.218565698
0.026000000000000002,0.4473,497834.6,5789.71683108,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,5736.451436234063
0.035,0.7962,11729.0,326.85204300000004,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,323.8450042044
0.015,0.3498,2021.0,10.604187,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,10.506628479599998
0.0125,0.9708,23706.4,287.677164,2010,2010,0.07,0.037000000000000005,2.5,104.0,0.02,2010,285.03053409119997
0.0275,0.4125,10.0,0.1134375,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0276,0.2892,869.7,6.941875824,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0375,0.6486,0.02,0.0004864499999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0175,0.2823,0.17,0.0008398425000000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0125,0.927,122.0,1.413675,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0275,0.0184,0.04,2.0240000000000003e-05,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0276,0.4297,40248.0,477.33001056,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0375,0.3925,487519.9,7175.683528125,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0175,0.0788,12113.0,16.703827,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0125,0.0113,1830.0,0.2584875,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.03,0.0088,22160.0,5.85024,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0276,0.9678,9.0,0.24040152,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.04,0.915,814.1,29.79606,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.02,0.3207,0.02,0.00012827999999999998,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.0731,0.17,0.00018640500000000003,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.03,0.1786,122.0,0.653676,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0336,0.7467,0.03,0.0007526735999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.04,0.2698,40848.0,440.831616,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.02,0.5959,498392.5,5939.841815,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.3566,12201.0,65.263149,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.03,0.2506,1857.0,13.960925999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0336,0.3246,22654.2,247.07939155199998,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.04,0.5524,11.0,0.24305600000000002,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.02,0.3151,991.6,6.2490632,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.8595,0.03,0.00038677499999999996,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.9395,0.2,0.006106750000000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0336,0.7243,122.0,2.96905056,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.1214,0.04,0.00020638,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.4544,39714.0,406.035936,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.2641,450663.7,1785.30424755,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.5174,11348.0,190.822294,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0344,0.0288,2090.0,2.0706048,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.1098,23719.1,110.68518015000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.0813,9.0,0.01646325,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.1483,698.3,1.5533683499999997,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.8587,0.02,0.0005581550000000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0344,0.0805,0.15,0.00041537999999999997,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.8937,119.0,4.5198877500000005,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.0271,0.03,1.8292499999999998e-05,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.372,38759.0,216.27522,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.8337,455404.4,12339.2960691,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0344,0.8798,11750.0,355.61516,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.2085,1846.0,16.3578675,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.6334,21685.9,309.05660385,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.5374,8.0,0.06448799999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.0981,405.0,1.2912412500000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.034,0.871,0.02,0.00059228,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.1087,0.09,0.00041577750000000005,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.3312,129.0,0.9613079999999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.007,0.02,2.1000000000000002e-06,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.1341,40550.0,176.7270375,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.034,0.633,495994.0,10674.782868000002,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.8293,12232.0,431.1198980000001,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.8701,1843.0,36.08087174999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.3403,22545.2,115.0819734,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.5458,12.0,0.21286199999999997,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.034,0.0231,646.3,0.5076040199999999,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0425,0.4989,0.03,0.0006360975,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0225,0.2426,0.13,0.000709605,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.015,0.7085,153.0,1.6260075,2011,2011,0.037000000000000005,0.034,3.25,,0.02,2011,
0.0325,0.0902,0.03,8.7945e-05,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,9.4347396e-05
0.035699999999999996,0.4674,40131.0,669.6330895799999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,718.3823785014239
0.0425,0.5731,526120.5,12814.585488375002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,13747.487311928702
0.0225,0.0496,13110.0,14.63076,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,15.695879328
0.015,0.5709,1745.0,14.9433075,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,16.031180285999998
0.0325,0.4439,22874.8,330.0090209,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,354.03367762152
0.035699999999999996,0.8264,10.0,0.2950248,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.31650260544
0.0425,0.6483,622.0,17.1378105,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,18.3854431044
0.0225,0.637,0.02,0.00028665,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.00030751812
0.015,0.8322,0.12,0.00149796,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.001607011488
0.0325,0.7062,162.0,3.7181430000000004,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,3.9888238104000004
0.035699999999999996,0.751,0.02,0.0005362139999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.0005752503791999999
0.0425,0.4853,37351.0,770.3737127500001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,826.4569190382001
0.0225,0.8501,487002.5,9315.018568124999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,9993.151919884498
0.015,0.9567,13039.0,187.11616949999998,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,200.7382266396
0.0325,0.0763,1779.0,4.4114752500000005,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,4.732630648200001
0.0358,0.894,23190.6,742.2197911199999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,796.2533919135358
0.0425,0.4298,8.0,0.146132,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.15677040960000002
0.0225,0.8131,362.9,6.639164775,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,7.12249597062
0.015,0.379,0.02,0.0001137,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.00012197736
0.0325,0.4388,0.07,0.00099827,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.001070944056
0.0358,0.4637,102.0,1.69324692,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,1.816515295776
0.0425,0.3803,0.01,0.00016162750000000005,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.00017339398200000005
0.0225,0.1179,36433.0,96.64764075000001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,103.68358899660001
0.015,0.4244,431604.5,2747.594247,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,2947.6191081816
0.0325,0.2887,11847.0,111.15743925000001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,119.2497008274
0.0358,0.3,2143.0,23.015819999999998,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,24.691371695999997
0.0425,0.5674,25388.5,612.2309832500001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,656.8013988306001
0.0225,0.4063,7.0,0.06399224999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.06865088579999998
0.015,0.1399,359.0,0.7533614999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.8082062171999999
0.03,0.3031,0.02,0.00018185999999999997,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.00019509940799999995
0.0339,0.41,0.08,0.00111192,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.001192867776
0.04,0.4406,99.0,1.744776,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,1.8717956928000001
0.02,0.4693,0.02,0.00018772,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.000201386016
0.015,0.5975,42183.0,378.0651375,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,405.58827951
0.03,0.5524,488506.7,8095.533032400001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,8684.88783715872
0.0339,0.3938,11581.0,154.60426542,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,165.85945594257598
0.04,0.4257,1917.0,32.642676,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,35.0190628128
0.02,0.7058,22204.9,313.44436840000003,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,336.26311841952
0.015,0.4654,8.0,0.055847999999999995,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.059913734399999995
0.03,0.5919,518.4,9.205228799999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,9.875369456639998
0.0339,0.9155,0.02,0.000620709,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.0006658966152
0.04,0.4592,0.11,0.00202048,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.002167570944
0.02,0.0773,120.0,0.18552,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.19902585599999997
0.015,0.3364,0.02,0.00010091999999999999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.00010826697599999999
0.0275,0.213,36327.0,212.7854025,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,228.276179802
0.0296,0.0443,450869.9,591.216682472,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,634.2572569559616
0.0375,0.5095,12412.0,237.146775,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,254.41106022
0.0175,0.1615,1730.0,4.889412500000001,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,5.245361730000001
0.0125,0.8635,21470.0,231.74181250000004,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,248.61261645000005
0.0275,0.0172,8.0,0.003784,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.0040594752
0.0296,0.6631,1306.7,25.647593992,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,27.5147388346176
0.0375,0.2695,0.02,0.00020212500000000002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.00021683970000000002
0.0175,0.4976,0.29,0.00252532,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.0027091632960000002
0.0125,0.8574,134.0,1.4361450000000002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,1.5406963560000002
0.0275,0.9481,0.06,0.001564365,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,0.001678250772
0.0296,0.1256,36849.0,136.99573823999998,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,146.96902798387197
0.0375,0.3665,476698.8,6551.629132499999,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,7028.587733345999
0.0175,0.9774,12937.0,221.28091650000002,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,237.39016722120002
0.0125,0.3808,1842.0,8.76792,2012,2012,0.025,0.032,2.75,90.0,0.03,2012,9.406224576
0.0275,0.0406,23834.9,26.611665849999998,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.028900000000000002,0.5467,11.0,0.17379593,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0375,0.8956,515.3,17.306350499999997,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0175,0.2387,0.03,0.00012531750000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0125,0.4115,0.11,0.0005658125,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0275,0.2686,123.0,0.9085394999999999,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.028900000000000002,0.4049,0.02,0.00023403220000000003,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0375,0.0832,33413.0,104.24856,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0175,0.7481,444226.8,5815.7062089,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0125,0.2643,13295.0,43.92335625,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0275,0.4237,1591.0,18.53793425,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.028900000000000002,0.7525,21153.7,460.034802325,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0375,0.4324,8.0,0.12972,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0175,0.7484,911.7,11.940534900000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0125,0.7424,0.02,0.0001856,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0275,0.4071,0.21,0.0023510024999999998,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.027000000000000003,1.0,109.0,2.9430000000000005,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0375,0.9223,0.04,0.00138345,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0175,0.068,30930.0,36.806700000000006,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0125,0.3107,411441.2,1597.9347605,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.8103,13302.0,107.78610600000002,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.005,0.3521,1473.0,2.5932165,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.8541,19592.4,167.33868840000002,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.8076,6.0,0.048456,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.5416,331.5,1.795404,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.025,0.0,0.02,0.0,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.027000000000000003,0.3004,0.08,0.0006488640000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.035,0.9461,96.0,3.1788960000000004,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.015,0.2195,0.02,6.585e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0125,0.5731,34624.0,248.03768000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.3901,432085.1,1685.5639750999999,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.005,0.0617,12479.0,3.8497715,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.5048,1574.0,7.945552000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.5383,19640.2,105.7231966,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.4407,8.0,0.035256,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.025,0.4687,189.7,2.22280975,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.027000000000000003,0.6993,0.02,0.0003776220000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.035,0.8212,0.04,0.0011496800000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.015,0.3202,103.0,0.494709,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0125,0.9595,0.01,0.00011993750000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.3181,33186.0,105.56466599999999,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.005,0.9353,408959.5,1912.4991017500001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.461,12323.0,56.80903000000001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.0527,1659.0,0.874293,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.7516,20448.0,153.687168,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.025,0.0798,7.0,0.013964999999999998,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0268,0.4722,224.9,2.8461005040000003,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.035,0.1228,0.02,8.596000000000001e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.015,0.208,0.05,0.000156,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.6251,97.0,0.606347,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.005,0.8651,0.01,4.3255000000000005e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.9476,31397.0,297.517972,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.9003,394876.6,3555.0740298,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.0234,12577.0,2.9430180000000004,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.025,0.1135,1570.0,4.454875,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0268,0.3227,19743.8,170.751490168,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.035,0.6222,7.0,0.15243900000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.015,0.9882,191.6,2.8400868,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.3544,0.02,7.088e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.005,0.5177,0.05,0.00012942500000000002,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.1791,118.0,0.211338,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.8898,0.01,8.898000000000002e-05,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.01,0.4456,31366.0,139.766896,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.025,0.5318,432055.7,5744.180531500001,2013,2013,0.033,0.031,2.5,,0.03,2013,
0.0268,0.0739,13775.0,27.281662999999998,2013,2013,0.033,0.031,2.5,,0.03,2013,
